position_id,user_image_name,true_room,found_room,calculation_time
0,"['room_val011.jpg', 'room_val012.jpg', 'room_val013.jpg']",corridor_e1,corridor_e1,4.1279215812683105
1,"['room_val014.jpg', 'room_val015.jpg', 'room_val016.jpg']",corridor_e2,,4.122667074203491
2,"['room_val017.jpg', 'room_val018.jpg']",corridor_e5,,3.376491069793701
3,"['room_val019.jpg', 'room_val020.jpg', 'room_val021.jpg']",snack_hall,snack_hall,3.874403715133667
4,"['room_val022.jpg', 'room_val023.jpg', 'room_val024.jpg']",red_stairs,,4.332801580429077
5,"['room_val025.jpg', 'room_val026.jpg', 'room_val027.jpg']",corridor_e9,,3.9674065113067627
6,"['room_val028.jpg', 'room_val029.jpg', 'room_val031.jpg']",servicepunt,,3.9544153213500977
7,"['room_val030.jpg', 'room_val032.jpg', 'room_val033.jpg']",corridor_w1,,3.870459794998169
8,"['room_val034.jpg', 'room_val035.jpg', 'room_val036.jpg', 'room_val037.jpg']",corridor_w2,corridor_w2,5.01198935508728
9,"['room_val038.jpg', 'room_val039.jpg', 'room_val040.jpg', 'room_val041.jpg']",berlage_01,berlage_01,4.866949558258057
10,"['room_val042.jpg', 'room_val043.jpg', 'room_val044.jpg']",servicepunt,,4.008448123931885
12,"['room_val046.jpg', 'room_val047.jpg', 'room_val048.jpg', 'room_val049.jpg']",hall_p,hall_p,4.646912574768066
13,"['room_val050.jpg', 'room_val051.jpg', 'room_val052.jpg', 'room_val053.jpg']",hall_q,hall_q,4.444922208786011
14,"['room_val054.jpg', 'room_val055.jpg', 'room_val056.jpg', 'room_val057.jpg']",hall_b,,4.73508620262146
15,"['room_val058.jpg', 'room_val059.jpg', 'room_val060.jpg', 'room_val061.jpg']",hall_d,,4.786749601364136
16,"['room_val062.jpg', 'room_val063.jpg', 'room_val064.jpg', 'room_val065.jpg']",hall_r,hall_r,4.578739404678345
17,"['room_val066.jpg', 'room_val067.jpg', 'room_val068.jpg']",geolab,geolab,3.9913322925567627
18,"['room_val069.jpg', 'room_val070.jpg', 'room_val071.jpg']",geolab,,4.035266637802124
19,"['room_val072.jpg', 'room_val073.jpg', 'room_val074.jpg']",tree_hall,,3.8136980533599854
20,"['room_val075.jpg', 'room_val076.jpg', 'room_val077.jpg']",tree_hall,,3.7773704528808594
21,"['room_val078.jpg', 'room_val079.jpg', 'room_val080.jpg']",tree_hall,tree_hall,3.9052765369415283
22,"['room_val081.jpg', 'room_val082.jpg', 'room_val083.jpg']",corridor_e2,,3.8710787296295166
23,"['room_val084.jpg', 'room_val085.jpg', 'room_val086.jpg']",corridor_e2,,3.709913492202759
24,"['room_val087.jpg', 'room_val088.jpg', 'room_val089.jpg']",hall_r,hall_r,3.9962422847747803
25,"['room_val090.jpg', 'room_val091.jpg', 'room_val092.jpg']",hall_r,,3.9167487621307373
26,"['room_val093.jpg', 'room_val094.jpg', 'room_val095.jpg']",hall_r,hall_r,3.8086209297180176
27,"['room_val096.jpg', 'room_val097.jpg', 'room_val098.jpg']",corridor_e3,,3.96667218208313
28,"['room_val099.jpg', 'room_val100.jpg', 'room_val101.jpg']",corridor_e5,,3.8512325286865234
29,"['room_val102.jpg', 'room_val103.jpg', 'room_val104.jpg']",corridor_e6,,3.7777304649353027
30,"['room_val105.jpg', 'room_val106.jpg', 'room_val107.jpg']",corridor_e8,corridor_e8,3.7226221561431885
31,"['room_val108.jpg', 'room_val109.jpg', 'room_val110.jpg']",red_stairs,,4.064625978469849
32,"['room_val111.jpg', 'room_val112.jpg', 'room_val113.jpg']",red_stairs,,3.9681620597839355
33,"['room_val114.jpg', 'room_val115.jpg', 'room_val116.jpg']",corridor_e9,,3.707085132598877
34,"['room_val117.jpg', 'room_val118.jpg', 'room_val119.jpg']",corridor_e9,,4.145362377166748
35,"['room_val120.jpg', 'room_val121.jpg', 'room_val122.jpg']",servicepunt,,3.831465721130371
36,"['room_val123.jpg', 'room_val124.jpg', 'room_val125.jpg']",servicepunt,,3.8124213218688965
37,"['room_val126.jpg', 'room_val127.jpg', 'room_val128.jpg']",main_entrance,main_entrance,3.6141066551208496
